EmpID;Age;Attrition;BusinessTravel;Department;DistanceFromHome;Education;EducationField;EnvironmentSatisfaction;Gender;JobInvolvement;JobLevel;JobRole;JobSatisfaction;MaritalStatus;MonthlyIncome;NumCompaniesWorked;OverTime;PercentSalaryHike;PerformanceRating;RelationshipSatisfaction;StockOptionLevel;TotalWorkingYears;TrainingTimesLastYear;WorkLifeBalance;YearsAtCompany;YearsInCurrentRole;YearsSinceLastPromotion;YearsWithCurrManager
RM1346;35;No;Travel_Rarely;Research & Development;16;2;Other;4;Female;2;2;Manufacturing Director;2;Married;4788;0;Yes;0;3;4;0;4;2;3;3;2;0;2
RM1381;35;No;Travel_Rarely;Sales;18;4;Medical;2;Male;3;2;Sales Executive;1;Married;5561;0;No;0;3;4;1;6;2;1;5;3;0;4
RM1393;35;No;Travel_Rarely;Sales;7;4;Life Sciences;3;Female;3;2;Sales Executive;4;Married;5204;1;Yes;0;3;4;0;10;2;3;10;8;0;9
RM1423;35;No;Travel_Rarely;Research & Development;11;4;Medical;4;Male;3;1;Laboratory Technician;3;Married;2660;7;Yes;0;3;3;1;5;3;3;2;2;2;2
RM1425;35;No;Travel_Rarely;Research & Development;9;4;Medical;2;Male;3;2;Research Scientist;3;Single;5098;1;No;0;3;2;0;10;5;3;10;7;0;8
RM1451;35;No;Travel_Rarely;Human Resources;26;4;Life Sciences;3;Female;3;3;Human Resources;4;Single;8837;1;Yes;0;3;3;0;9;2;3;9;0;1;7
RM1457;35;No;Travel_Frequently;Research & Development;18;4;Life Sciences;3;Male;3;2;Healthcare Representative;3;Married;5689;1;Yes;0;3;4;2;10;2;4;10;2;0;2
RM1459;35;No;Travel_Rarely;Research & Development;1;4;Life Sciences;3;Female;1;1;Research Scientist;4;Married;2977;1;No;0;3;4;1;4;5;3;4;3;1;1
RM010;36;No;Travel_Rarely;Research & Development;27;3;Medical;3;Male;3;2;Healthcare Representative;3;Married;5237;6;No;0;3;2;2;17;3;2;7;7;7;7
RM022;36;Yes;Travel_Rarely;Sales;9;4;Life Sciences;3;Male;2;1;Sales Representative;1;Single;3407;7;No;0;4;2;0;10;4;3;5;3;0;3
RM039;36;No;Travel_Rarely;Research & Development;5;4;Life Sciences;2;Female;2;1;Research Scientist;1;Married;3419;9;Yes;0;3;4;1;6;3;4;1;1;0;0
RM065;36;No;Travel_Rarely;Research & Development;8;3;Technical Degree;3;Female;3;3;Healthcare Representative;3;Divorced;10096;1;No;0;3;2;3;17;2;3;17;14;12;8
RM067;36;No;Travel_Frequently;Research & Development;11;3;Life Sciences;2;Male;2;2;Manufacturing Director;2;Single;6499;1;No;0;3;3;0;6;3;3;6;5;0;3
RM070;36;Yes;Travel_Rarely;Research & Development;9;3;Medical;4;Male;2;1;Research Scientist;3;Married;3388;0;Yes;0;3;1;1;2;0;2;1;0;0;
RM075;36;No;Travel_Rarely;Research & Development;6;3;Life Sciences;2;Female;4;1;Laboratory Technician;4;Married;3038;3;No;0;3;2;0;5;3;3;1;0;0;
RM118;36;No;Travel_Frequently;Sales;11;2;Technical Degree;2;Female;3;3;Sales Executive;4;Married;9738;0;No;0;3;3;1;10;6;3;9;7;2;8
RM119;36;No;Travel_Rarely;Research & Development;3;2;Life Sciences;1;Female;3;1;Laboratory Technician;4;Divorced;2835;5;No;0;4;1;1;7;2;3;1;0;0;0
RM136;36;No;Travel_Rarely;Research & Development;6;2;Medical;2;Male;3;2;Manufacturing Director;2;Divorced;4941;6;No;0;4;4;2;7;0;3;3;2;0;1
RM173;36;No;Travel_Frequently;Research & Development;3;2;Medical;4;Male;3;1;Laboratory Technician;2;Single;2088;4;No;0;3;3;0;13;3;2;8;7;7;2
RM208;36;No;Travel_Frequently;Research & Development;18;1;Medical;2;Female;3;1;Laboratory Technician;4;Single;2153;1;No;0;3;1;0;8;2;3;8;1;1;
RM221;36;No;Travel_Rarely;Research & Development;5;2;Life Sciences;4;Male;3;2;Laboratory Technician;2;Single;5914;8;No;0;3;4;0;16;3;4;13;11;3;7
RM270;36;No;Travel_Rarely;Research & Development;6;3;Life Sciences;4;Male;3;1;Laboratory Technician;4;Married;3210;0;No;0;3;3;1;16;4;3;15;13;10;11
RM292;36;No;Travel_Rarely;Research & Development;3;3;Technical Degree;3;Male;3;2;Research Scientist;2;Single;4485;4;No;0;3;4;0;10;2;3;8;0;7;7
RM299;36;No;Travel_Frequently;Research & Development;18;4;Life Sciences;3;Male;4;1;Laboratory Technician;4;Married;3688;4;No;0;3;4;2;4;2;3;1;0;0;0
RM306;36;No;Non-Travel;Research & Development;24;4;Life Sciences;2;Female;3;2;Laboratory Technician;2;Married;5674;7;No;0;3;3;1;11;3;3;9;8;0;8
RM359;36;No;Non-Travel;Sales;1;5;Medical;4;Female;3;2;Sales Executive;4;Single;6653;4;No;0;3;2;0;7;6;3;1;0;0;
RM360;36;No;Travel_Frequently;Sales;3;4;Medical;1;Male;2;3;Sales Executive;4;Married;9699;4;No;0;3;1;1;16;2;3;13;9;1;
RM378;36;No;Travel_Rarely;Research & Development;2;3;Life Sciences;4;Female;3;1;Research Scientist;3;Married;2543;4;No;0;3;2;1;6;3;3;2;2;2;2
RM385;36;No;Travel_Rarely;Sales;2;2;Medical;2;Male;2;3;Sales Executive;3;Married;7596;1;No;0;3;2;2;10;2;3;10;9;9;0
RM443;36;No;Non-Travel;Sales;10;4;Medical;2;Male;3;3;Sales Executive;4;Single;9980;1;No;0;3;4;0;10;3;2;10;3;9;7
RM512;36;No;Travel_Rarely;Research & Development;9;2;Medical;2;Male;2;2;Manufacturing Director;2;Divorced;8847;2;Yes;0;3;3;1;13;2;3;3;2;0;2
RM542;36;No;Non-Travel;Research & Development;8;3;Life Sciences;1;Female;4;3;Research Director;1;Married;11713;9;No;0;3;1;1;10;2;3;8;7;0;5
RM570;36;No;Non-Travel;Sales;8;4;Life Sciences;1;Male;2;3;Sales Executive;1;Single;7587;1;No;0;3;2;0;10;1;3;10;7;0;9
RM594;36;No;Travel_Rarely;Research & Development;1;3;Other;3;Female;3;2;Manufacturing Director;2;Married;5228;0;No;0;3;1;1;10;2;3;9;7;0;5
RM600;36;No;Travel_Rarely;Human Resources;13;3;Human Resources;3;Male;3;1;Human Resources;2;Married;2143;4;No;0;3;2;1;8;2;3;5;2;0;4
RM622;36;No;Travel_Rarely;Sales;1;2;Life Sciences;2;Male;3;2;Sales Executive;4;Married;6201;1;Yes;0;3;4;1;18;1;2;18;14;4;11
RM634;36;No;Travel_Rarely;Human Resources;8;3;Life Sciences;1;Male;2;1;Human Resources;1;Married;2342;0;No;0;4;3;0;6;3;3;5;4;0;3
RM665;36;No;Travel_Rarely;Research & Development;14;1;Life Sciences;3;Male;3;2;Healthcare Representative;4;Married;6586;0;Yes;0;3;1;1;17;2;2;16;8;4;11
RM681;36;No;Travel_Rarely;Research & Development;7;4;Other;2;Male;3;1;Research Scientist;4;Single;4678;2;No;0;3;3;0;8;6;3;6;2;0;1
RM688;36;No;Travel_Rarely;Research & Development;2;4;Medical;3;Male;3;1;Laboratory Technician;3;Single;2519;4;No;0;4;3;0;16;6;3;11;8;3;9
RM694;36;Yes;Travel_Rarely;Sales;3;1;Life Sciences;3;Male;2;3;Sales Executive;4;Married;10325;1;Yes;0;3;1;1;16;6;3;16;7;3;7
RM709;36;No;Non-Travel;Sales;8;4;Technical Degree;1;Male;3;2;Sales Executive;4;Divorced;5079;4;No;0;3;4;2;12;3;3;7;7;0;7
RM753;36;Yes;Travel_Rarely;Research & Development;16;4;Life Sciences;3;Female;4;1;Laboratory Technician;1;Single;2743;1;No;0;3;3;0;18;1;3;17;13;15;14
RM762;36;Yes;Travel_Rarely;Research & Development;15;3;Other;1;Male;3;2;Laboratory Technician;3;Divorced;4834;7;No;0;3;2;1;9;3;2;1;0;0;0
RM774;36;No;Travel_Rarely;Research & Development;12;5;Medical;4;Female;2;3;Manufacturing Director;4;Single;8858;0;No;0;3;2;0;15;2;2;14;8;7;8
RM818;36;No;Non-Travel;Research & Development;18;4;Life Sciences;1;Male;3;2;Manufacturing Director;4;Single;7779;2;No;0;4;1;0;18;0;3;11;9;0;9
RM874;36;No;Travel_Rarely;Research & Development;6;4;Life Sciences;3;Male;1;1;Laboratory Technician;3;Divorced;2741;1;No;0;3;3;1;7;4;3;7;7;1;7
RM883;36;No;Travel_Rarely;Research & Development;1;3;Technical Degree;3;Female;1;3;Manufacturing Director;1;Divorced;10252;2;Yes;0;4;3;1;17;2;3;7;7;7;7
RM901;36;No;Travel_Frequently;Research & Development;3;3;Technical Degree;3;Male;3;1;Research Scientist;2;Married;3692;1;No;0;3;3;0;12;2;2;11;10;0;7
RM928;36;No;Travel_Rarely;Research & Development;2;4;Life Sciences;3;Female;3;2;Manufacturing Director;2;Single;5410;9;Yes;0;3;4;0;18;2;3;16;14;5;12
RM943;36;No;Travel_Rarely;Research & Development;10;4;Technical Degree;4;Female;3;3;Healthcare Representative;3;Married;7094;3;No;0;3;1;0;10;0;3;7;7;1;7
RM969;36;No;Travel_Frequently;Sales;7;3;Marketing;1;Female;4;2;Sales Executive;1;Married;4639;2;No;0;3;4;1;17;2;2;15;7;6;13
RM1012;36;No;Travel_Rarely;Sales;3;4;Marketing;1;Female;3;2;Sales Executive;2;Single;9278;3;Yes;0;3;4;0;15;3;3;5;4;0;1
RM1019;36;No;Travel_Rarely;Research & Development;4;4;Life Sciences;1;Male;2;2;Laboratory Technician;4;Single;5810;1;No;0;3;3;0;10;2;2;10;4;1;8
RM1020;36;No;Travel_Rarely;Sales;16;4;Marketing;3;Female;2;2;Sales Executive;1;Married;5647;4;No;0;3;1;2;11;3;2;3;2;0;2
RM1103;36;No;Travel_Rarely;Sales;2;4;Life Sciences;3;Male;3;1;Sales Representative;4;Single;2644;3;Yes;0;4;4;0;7;3;2;3;2;1;2
RM1122;36;No;Travel_Rarely;Sales;1;4;Life Sciences;2;Female;3;2;Sales Executive;3;Single;6815;6;No;0;3;1;0;15;5;3;1;0;0;0
RM1129;36;No;Travel_Frequently;Research & Development;6;4;Life Sciences;1;Male;4;2;Laboratory Technician;1;Married;5562;3;Yes;0;3;4;1;9;3;3;3;2;0;2
RM1146;36;No;Travel_Rarely;Research & Development;12;4;Life Sciences;3;Female;3;2;Manufacturing Director;3;Married;4663;9;Yes;0;3;2;2;7;2;3;3;2;1;1
RM1174;36;No;Travel_Rarely;Research & Development;5;4;Life Sciences;2;Female;3;3;Healthcare Representative;1;Married;8008;4;No;0;3;3;2;9;6;3;3;2;0;2
RM1181;36;No;Travel_Rarely;Research & Development;7;3;Life Sciences;1;Male;3;1;Laboratory Technician;2;Single;2013;2;No;0;3;3;0;15;4;3;4;3;1;3
RM1183;36;No;Non-Travel;Research & Development;1;4;Medical;4;Female;2;2;Manufacturing Director;3;Married;4374;0;No;0;3;3;0;4;6;3;3;2;1;2
RM1184;36;No;Travel_Rarely;Research & Development;3;2;Life Sciences;4;Male;4;2;Healthcare Representative;1;Divorced;6842;6;No;0;4;1;1;13;3;3;5;4;0;4
RM1200;36;No;Travel_Rarely;Research & Development;26;4;Life Sciences;1;Male;3;2;Healthcare Representative;3;Married;5347;6;No;0;3;2;2;10;2;2;3;2;0;2
RM1221;36;No;Travel_Rarely;Sales;2;4;Life Sciences;3;Female;3;2;Sales Representative;4;Single;4502;3;No;0;3;3;0;17;2;2;13;7;6;7
RM1237;36;Yes;Travel_Rarely;Sales;13;5;Marketing;2;Male;2;2;Sales Executive;1;Divorced;6134;5;Yes;0;3;2;3;16;3;3;2;2;2;2
RM1279;36;No;Travel_Rarely;Research & Development;10;3;Life Sciences;4;Male;3;3;Healthcare Representative;1;Married;8321;7;Yes;0;3;4;1;15;1;3;12;8;5;7
RM1316;36;No;Travel_Rarely;Research & Development;2;4;Other;4;Female;3;2;Research Scientist;2;Married;6962;4;Yes;0;4;4;1;15;2;3;1;0;0;0
RM1341;36;No;Travel_Rarely;Sales;10;4;Technical Degree;2;Female;2;2;Sales Executive;3;Married;5673;1;Yes;0;3;1;1;10;4;3;10;9;1;7
RM1348;36;No;Travel_Frequently;Human Resources;2;1;Human Resources;2;Male;2;2;Human Resources;4;Single;3886;1;No;0;4;4;0;10;2;2;10;1;0;8
RM1356;36;No;Travel_Rarely;Sales;17;2;Marketing;3;Male;2;2;Sales Executive;2;Married;5507;2;No;0;3;3;2;12;1;1;4;2;1;3
RM1384;36;No;Non-Travel;Research & Development;9;4;Life Sciences;1;Male;4;1;Laboratory Technician;2;Married;2810;1;No;0;4;2;0;5;3;3;5;4;0;2
RM1440;36;No;Travel_Rarely;Sales;3;3;Medical;1;Female;2;3;Sales Executive;4;Married;7644;0;No;0;3;3;2;10;2;3;9;7;3;4
RM1441;36;No;Travel_Frequently;Research & Development;4;2;Life Sciences;4;Female;3;2;Manufacturing Director;2;Divorced;5131;7;No;0;3;2;3;18;3;3;4;2;0;2
RM1448;36;No;Non-Travel;Sales;15;4;Marketing;4;Male;1;2;Sales Executive;4;Divorced;5406;1;No;0;4;1;1;15;4;2;15;12;11;11
RM1454;36;No;Travel_Rarely;Sales;11;4;Marketing;2;Female;2;2;Sales Executive;4;Married;6652;4;No;0;3;1;1;8;2;2;6;3;0;0
RM1466;36;No;Travel_Frequently;Research & Development;23;2;Medical;3;Male;4;2;Laboratory Technician;4;Married;2571;4;No;0;3;3;1;17;3;3;5;2;0;3
RM1466;36;No;Travel_Frequently;Research & Development;23;2;Medical;3;Male;4;2;Laboratory Technician;4;Married;2571;4;No;0;3;3;1;17;3;3;5;2;0;2
RM003;37;Yes;Travel_Rarely;Research & Development;2;2;Other;4;Male;2;1;Laboratory Technician;3;Single;2090;6;Yes;0;3;2;0;7;3;3;0;0;0;0
RM048;37;No;Travel_Rarely;Research & Development;19;2;Life Sciences;2;Male;3;1;Research Scientist;2;Married;3022;4;No;0;4;1;0;8;1;3;1;0;0;0
RM060;37;No;Travel_Rarely;Research & Development;1;4;Life Sciences;1;Male;2;2;Manufacturing Director;3;Divorced;5993;1;No;0;3;3;1;7;2;4;7;5;0;7
RM079;37;No;Travel_Rarely;Research & Development;7;4;Medical;1;Male;3;3;Research Director;3;Single;13664;4;No;0;3;1;0;16;3;4;5;2;0;2
RM101;37;Yes;Travel_Rarely;Human Resources;6;4;Human Resources;3;Male;3;1;Human Resources;1;Divorced;2073;4;Yes;0;4;4;0;7;3;3;3;2;0;2
RM105;37;No;Non-Travel;Research & Development;2;2;Life Sciences;3;Male;2;2;Healthcare Representative;4;Divorced;5163;5;No;0;3;4;1;17;2;4;1;0;0;0
RM116;37;No;Travel_Rarely;Sales;3;3;Life Sciences;3;Male;3;3;Sales Executive;4;Single;7428;2;No;0;3;1;0;12;3;3;5;3;1;3
RM196;37;No;Travel_Rarely;Research & Development;21;3;Life Sciences;2;Male;4;1;Research Scientist;1;Married;3564;1;Yes;0;3;1;1;8;3;2;8;7;1;7
RM223;37;No;Travel_Frequently;Research & Development;11;3;Other;2;Male;3;3;Research Director;4;Divorced;12185;1;Yes;0;3;3;3;10;1;3;10;8;0;7
RM227;37;No;Travel_Frequently;Sales;4;4;Marketing;1;Male;3;1;Sales Representative;4;Divorced;2793;4;No;0;3;3;1;13;2;3;9;8;5;8
RM249;37;No;Travel_Rarely;Research & Development;1;2;Medical;3;Female;2;1;Research Scientist;1;Married;3920;2;No;0;3;1;1;17;2;2;3;1;0;
RM251;37;Yes;Travel_Frequently;Research & Development;10;3;Medical;1;Male;3;3;Manufacturing Director;3;Divorced;10048;6;No;0;3;2;2;17;5;3;1;0;0;
RM274;37;No;Travel_Rarely;Sales;6;4;Medical;3;Male;3;2;Sales Executive;4;Married;6502;4;No;0;3;2;1;7;5;4;5;4;0;1
RM276;37;No;Non-Travel;Research & Development;1;4;Medical;1;Female;3;3;Research Director;4;Divorced;13603;2;Yes;0;3;1;2;15;2;3;5;2;0;2
RM286;37;No;Travel_Rarely;Research & Development;1;3;Life Sciences;4;Female;3;1;Research Scientist;4;Single;2115;1;No;0;3;2;0;17;3;3;17;12;5;7
RM295;37;No;Travel_Frequently;Research & Development;9;3;Medical;2;Male;3;1;Research Scientist;4;Married;2326;1;Yes;0;3;3;3;4;3;2;4;2;1;2
RM341;37;No;Travel_Rarely;Research & Development;5;2;Medical;4;Male;3;2;Manufacturing Director;4;Divorced;6347;7;No;0;3;3;2;8;2;2;6;2;0;4
RM354;37;No;Travel_Rarely;Research & Development;6;3;Medical;3;Male;4;2;Research Scientist;1;Divorced;5974;4;Yes;0;3;1;2;13;2;3;7;7;6;7
RM365;37;No;Travel_Rarely;Research & Development;10;3;Medical;3;Female;3;1;Laboratory Technician;1;Married;3452;6;No;0;4;2;1;17;3;3;5;4;0;3
RM387;37;No;Travel_Rarely;Research & Development;14;3;Life Sciences;4;Female;3;1;Laboratory Technician;1;Divorced;3034;1;No;0;3;3;1;18;2;2;18;7;12;17
RM390;37;No;Travel_Rarely;Research & Development;10;4;Life Sciences;3;Male;3;2;Manufacturing Director;2;Single;4197;2;Yes;0;3;4;0;18;2;2;1;0;0;1
RM399;37;No;Non-Travel;Research & Development;25;5;Medical;2;Female;3;2;Research Scientist;3;Married;4449;3;Yes;0;3;1;2;15;2;3;13;11;10;7
RM465;37;No;Travel_Rarely;Research & Development;1;3;Technical Degree;2;Female;3;3;Manufacturing Director;4;Single;7491;4;No;0;3;4;0;12;3;4;6;5;1;2
RM468;37;No;Non-Travel;Sales;9;4;Medical;1;Male;3;3;Sales Executive;2;Divorced;8834;1;No;0;3;4;1;9;6;3;9;5;7;7
RM473;37;No;Travel_Rarely;Research & Development;1;4;Life Sciences;2;Female;3;2;Manufacturing Director;2;Married;6447;6;No;0;3;2;1;8;2;2;6;5;4;3
RM487;37;No;Travel_Rarely;Sales;2;3;Marketing;4;Male;3;2;Sales Executive;3;Married;9602;4;Yes;0;3;3;1;17;3;2;3;0;1;0
RM507;37;No;Travel_Rarely;Research & Development;3;3;Other;3;Male;3;3;Manufacturing Director;3;Married;9434;1;No;0;3;3;1;10;2;3;10;7;7;8
RM523;37;No;Travel_Rarely;Research & Development;10;2;Life Sciences;4;Male;4;1;Research Scientist;4;Single;4680;3;No;0;3;1;0;4;2;3;1;0;0;0
RM578;37;No;Travel_Rarely;Research & Development;10;1;Life Sciences;4;Female;3;1;Research Scientist;1;Divorced;2782;0;Yes;0;3;2;2;6;3;2;5;3;4;3
RM629;37;No;Travel_Rarely;Sales;16;4;Marketing;4;Male;2;2;Sales Executive;3;Divorced;6334;4;No;0;3;4;2;9;2;3;1;0;0;0
RM649;37;No;Travel_Frequently;Sales;21;2;Medical;3;Female;3;1;Sales Representative;4;Married;2973;5;No;0;3;2;1;10;3;3;5;4;0;0
RM653;37;No;Non-Travel;Sales;19;2;Medical;1;Male;3;3;Sales Executive;2;Single;7642;1;Yes;0;3;4;0;10;2;3;10;0;0;9
RM696;37;Yes;Travel_Rarely;Sales;1;4;Life Sciences;1;Male;2;3;Sales Executive;3;Married;10609;5;No;0;3;3;0;17;2;1;14;1;11;7
RM745;37;Yes;Travel_Rarely;Research & Development;11;2;Medical;1;Female;1;2;Healthcare Representative;2;Married;4777;5;No;0;3;1;0;15;2;1;1;0;0;0
RM768;37;No;Travel_Rarely;Research & Development;3;3;Other;4;Female;3;2;Healthcare Representative;2;Single;4107;3;No;0;3;1;0;8;3;2;4;3;0;1
RM796;37;No;Travel_Rarely;Sales;10;4;Life Sciences;4;Female;2;2;Sales Executive;4;Divorced;6694;2;Yes;0;3;3;3;8;5;3;1;0;0;0
RM833;37;No;Travel_Rarely;Research & Development;25;2;Medical;3;Female;2;2;Healthcare Representative;4;Divorced;5731;7;No;0;3;3;2;9;2;3;6;2;1;3
RM856;37;No;Travel_Rarely;Research & Development;1;3;Life Sciences;4;Female;2;2;Manufacturing Director;4;Married;6474;1;No;0;3;2;1;14;2;2;14;8;3;11
RM990;37;No;Travel_Rarely;Research & Development;4;1;Life Sciences;3;Male;3;1;Research Scientist;3;Married;2996;7;Yes;0;3;4;0;8;2;3;6;4;1;3
RM1002;37;No;Travel_Rarely;Research & Development;11;3;Medical;1;Female;3;1;Laboratory Technician;3;Single;3629;4;No;0;3;1;0;8;6;3;3;2;0;2
RM1023;37;No;Non-Travel;Research & Development;5;2;Technical Degree;3;Male;4;1;Laboratory Technician;3;Single;3500;0;No;0;3;1;0;7;2;1;6;5;1;3
RM1090;37;No;Travel_Rarely;Research & Development;13;3;Medical;1;Male;3;2;Research Scientist;4;Married;4285;1;No;0;3;1;0;10;2;3;10;8;3;7
RM1159;37;No;Travel_Rarely;Research & Development;19;3;Life Sciences;3;Male;3;2;Manufacturing Director;3;Married;5768;3;No;0;3;1;3;9;2;2;4;3;0;2
RM1164;37;No;Travel_Rarely;Research & Development;10;3;Medical;2;Female;3;1;Research Scientist;2;Married;3936;1;No;0;3;1;1;8;2;1;8;4;7;7
RM1212;37;No;Travel_Frequently;Sales;1;4;Medical;3;Male;1;2;Sales Executive;4;Divorced;9525;1;No;0;3;3;2;6;2;2;6;3;1;3
RM1277;37;No;Travel_Rarely;Sales;9;2;Marketing;2;Male;2;2;Sales Executive;2;Married;4189;1;No;0;3;1;2;5;2;3;5;2;0;3
RM1281;37;No;Travel_Rarely;Human Resources;8;2;Other;3;Male;3;2;Human Resources;2;Divorced;4071;2;No;0;3;3;0;19;4;2;10;0;4;7
RM1292;37;Yes;Travel_Rarely;Research & Development;10;4;Medical;4;Male;3;2;Manufacturing Director;1;Single;4213;1;No;0;3;2;0;10;4;1;10;3;0;8
RM1345;37;No;Travel_Rarely;Research & Development;7;4;Medical;4;Male;3;2;Research Scientist;1;Married;4284;5;Yes;0;4;3;1;16;2;3;5;3;0;4
RM1433;37;No;Travel_Rarely;Research & Development;10;3;Life Sciences;3;Female;4;3;Research Director;4;Married;13744;1;Yes;0;4;1;1;16;2;3;16;11;6;8
RM009;38;No;Travel_Frequently;Research & Development;23;3;Life Sciences;4;Male;2;3;Manufacturing Director;3;Single;9526;0;No;0;4;2;0;10;2;3;9;7;1;
RM020;38;No;Travel_Rarely;Research & Development;2;3;Life Sciences;4;Male;3;1;Research Scientist;4;Single;3944;5;Yes;0;3;3;0;6;3;3;3;2;1;2
RM062;38;No;Travel_Frequently;Research & Development;29;5;Life Sciences;4;Female;3;2;Laboratory Technician;4;Single;2406;1;No;0;3;4;0;10;2;3;10;3;9;9
RM084;38;No;Non-Travel;Research & Development;6;3;Medical;2;Female;1;2;Research Scientist;4;Divorced;5329;7;Yes;0;3;4;3;17;3;3;13;11;1;9
RM143;38;No;Travel_Rarely;Research & Development;3;5;Technical Degree;4;Female;3;2;Research Scientist;3;Single;4317;3;Yes;0;4;2;0;19;2;3;3;2;2;
RM169;38;No;Travel_Rarely;Sales;1;4;Life Sciences;1;Female;2;2;Sales Executive;4;Single;8686;4;No;0;4;3;0;12;2;4;8;3;0;7
RM180;38;No;Travel_Rarely;Research & Development;9;2;Life Sciences;3;Female;3;1;Laboratory Technician;4;Single;2288;1;No;0;3;3;0;2;3;3;2;2;2;1
RM199;38;No;Travel_Rarely;Research & Development;2;4;Life Sciences;4;Male;3;2;Manufacturing Director;3;Married;6553;9;No;0;3;2;0;14;3;3;1;0;0;0
RM200;38;No;Travel_Rarely;Research & Development;29;3;Technical Degree;4;Male;3;2;Manufacturing Director;4;Married;6261;3;No;0;3;1;1;9;3;1;7;7;1;7
RM205;38;Yes;Travel_Rarely;Research & Development;29;1;Medical;2;Male;3;2;Healthcare Representative;1;Married;6673;7;Yes;0;3;2;0;17;2;3;1;0;0;0
RM224;38;No;Travel_Rarely;Sales;3;3;Life Sciences;1;Male;3;3;Sales Executive;3;Divorced;10609;0;No;0;3;3;2;17;6;2;16;10;5;13
RM262;38;No;Non-Travel;Sales;2;2;Life Sciences;4;Male;2;2;Sales Executive;4;Married;5249;3;No;0;3;4;1;13;0;3;8;7;7;5
RM278;38;No;Travel_Rarely;Sales;7;2;Medical;1;Female;4;2;Sales Executive;1;Divorced;5605;1;Yes;0;4;3;1;8;3;3;8;0;7;7
RM288;38;No;Travel_Rarely;Research & Development;23;4;Life Sciences;4;Male;3;2;Healthcare Representative;4;Divorced;5745;9;No;0;3;2;1;10;2;3;2;2;1;2
RM308;38;No;Travel_Rarely;Research & Development;25;2;Life Sciences;1;Female;2;3;Research Director;2;Married;12061;3;No;0;3;3;1;19;2;3;10;8;0;1
RM342;38;No;Travel_Rarely;Research & Development;15;2;Life Sciences;3;Male;2;3;Research Director;4;Divorced;11510;0;Yes;0;3;2;1;12;3;3;11;10;2;9
RM417;38;No;Travel_Frequently;Research & Development;2;2;Life Sciences;4;Male;3;1;Laboratory Technician;4;Married;1702;1;Yes;0;4;3;1;1;3;3;1;0;0;0
RM472;38;No;Travel_Rarely;Research & Development;10;3;Medical;3;Female;3;2;Healthcare Representative;3;Married;9824;3;No;0;3;3;1;18;4;3;1;0;0;0
RM491;38;No;Travel_Rarely;Research & Development;1;1;Life Sciences;3;Female;3;1;Research Scientist;1;Single;2619;3;No;0;3;4;0;8;3;2;0;0;0;0
RM519;38;No;Travel_Rarely;Sales;7;4;Marketing;4;Female;2;2;Sales Executive;4;Single;4028;0;No;0;4;1;0;8;2;3;7;7;0;5
RM530;38;No;Travel_Rarely;Research & Development;1;4;Life Sciences;2;Female;4;2;Healthcare Representative;4;Single;7625;0;No;0;3;3;0;10;4;2;9;7;1;8
RM543;38;No;Travel_Rarely;Research & Development;1;3;Life Sciences;3;Female;3;3;Manufacturing Director;3;Single;7861;4;Yes;0;3;4;0;10;4;4;1;0;0;0
RM560;38;No;Travel_Rarely;Research & Development;2;5;Medical;4;Male;3;1;Research Scientist;3;Married;3057;6;Yes;0;3;2;1;6;0;1;1;0;0;1
RM579;38;No;Travel_Frequently;Research & Development;2;4;Life Sciences;1;Female;4;2;Manufacturing Director;1;Single;5980;6;Yes;0;3;4;0;17;2;3;15;7;4;12
RM606;38;No;Travel_Frequently;Research & Development;12;3;Life Sciences;1;Male;2;2;Healthcare Representative;1;Divorced;6288;2;No;0;3;3;1;13;3;2;4;3;1;2
RM643;38;No;Travel_Rarely;Sales;9;3;Marketing;2;Male;2;1;Sales Representative;2;Married;2899;0;No;0;3;4;1;3;3;3;2;2;1;2
RM682;38;No;Travel_Rarely;Research & Development;1;3;Technical Degree;4;Female;3;3;Research Director;1;Married;13582;1;No;0;3;2;1;15;3;3;15;12;5;11
RM704;38;No;Non-Travel;Sales;10;3;Technical Degree;3;Female;3;2;Sales Executive;4;Single;5666;1;Yes;0;3;2;0;6;1;3;5;3;1;3
RM723;38;No;Travel_Frequently;Research & Development;10;1;Medical;3;Male;3;1;Research Scientist;3;Married;2684;0;No;0;3;2;1;3;0;2;2;1;0;2
RM748;38;No;Travel_Rarely;Sales;3;4;Life Sciences;2;Male;3;2;Sales Executive;4;Single;6861;8;Yes;0;3;3;0;19;1;3;1;0;0;0
RM766;38;No;Travel_Frequently;Research & Development;3;4;Other;3;Male;3;1;Research Scientist;3;Married;2821;3;No;0;3;1;1;8;2;3;2;2;2;2
RM785;38;No;Travel_Rarely;Research & Development;17;1;Life Sciences;3;Female;2;3;Healthcare Representative;3;Married;8823;0;No;0;3;1;1;20;4;2;19;9;1;9
RM808;38;No;Travel_Rarely;Sales;10;4;Marketing;3;Male;2;3;Sales Executive;3;Divorced;8740;0;Yes;0;3;2;2;9;2;3;8;7;2;7
RM812;38;No;Travel_Rarely;Sales;2;2;Marketing;4;Male;3;3;Sales Executive;2;Single;7351;7;No;0;3;3;0;10;2;3;1;0;0;0
RM827;38;No;Travel_Rarely;Human Resources;1;3;Human Resources;3;Male;4;1;Human Resources;3;Married;2844;1;No;0;3;4;1;7;2;4;7;6;5;0
